TimeGenerated,UserPrincipalName,AppDisplayName,IPAddress,City,Country,ResultType,ResultDescription,DeviceOS,Browser
2026-08-04T16:46:15Z,jude.ross@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T16:54:34Z,isla.grant@cloudora.io,SharePoint Online,203.0.113.15,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T16:56:50Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-04T16:57:13Z,sofia.marino@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T16:58:55Z,freya.lynn@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T17:00:31Z,alba.vega@cloudora.io,Microsoft Teams,198.51.100.22,Manchester,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-04T17:00:32Z,lena.voss@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,50126,Invalid username or password,Windows 11,Edge 126
2026-08-04T17:01:39Z,lena.voss@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-04T17:01:59Z,lena.voss@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-04T17:07:35Z,dina.said@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T17:07:36Z,ryan.boyd@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T17:09:13Z,lena.voss@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-04T17:16:41Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T17:17:04Z,adam.clark@cloudora.io,Cloudora Admin Portal,192.0.2.30,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-04T17:18:57Z,felix.hart@cloudora.io,SharePoint Online,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-04T17:22:31Z,liam.doyle@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-04T17:28:12Z,sofia.marino@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T17:29:09Z,joel.kerr@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-04T17:34:16Z,james.holt@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-04T17:37:13Z,ruth.dean@cloudora.io,Microsoft 365,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-04T17:39:20Z,ruth.dean@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-04T17:53:39Z,james.holt@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T17:58:36Z,felix.hart@cloudora.io,Microsoft Teams,192.0.2.30,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-04T18:08:10Z,amelia.frost@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-04T18:10:38Z,dean.page@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-04T18:12:39Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-04T18:21:03Z,isla.grant@cloudora.io,Outlook Web,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T18:25:15Z,james.holt@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T18:51:32Z,amelia.frost@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T18:53:38Z,cole.burke@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-04T18:55:11Z,omar.farah@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T18:57:01Z,tara.kemp@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T18:57:18Z,maya.chen@cloudora.io,Microsoft 365,203.0.113.11,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T19:05:00Z,freya.lynn@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T19:07:52Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T19:19:16Z,isla.grant@cloudora.io,Outlook Web,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T19:26:39Z,dina.said@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T19:27:40Z,mira.shah@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-04T19:28:55Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-04T19:28:55Z,omar.farah@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T07:34:18Z,amelia.frost@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T07:35:17Z,alba.vega@cloudora.io,SharePoint Online,198.51.100.22,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T07:41:53Z,omar.farah@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T07:50:08Z,rhys.owen@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T07:58:46Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T08:01:02Z,liam.doyle@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T08:04:55Z,freya.lynn@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T08:07:28Z,priya.nair@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T08:13:24Z,amelia.frost@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T08:14:11Z,freya.lynn@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T08:27:18Z,omar.farah@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T08:37:32Z,gwen.muir@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T08:40:34Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T08:43:41Z,tara.kemp@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T08:45:42Z,cole.burke@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-05T08:46:42Z,tara.kemp@cloudora.io,Microsoft Teams,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T08:47:09Z,omar.farah@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T08:49:20Z,priya.nair@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T08:51:40Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T08:53:54Z,emma.hayes@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T08:55:10Z,lena.voss@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-05T08:55:26Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-05T09:06:40Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T09:10:27Z,aria.reid@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T09:10:31Z,dina.said@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T09:11:11Z,ryan.boyd@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T09:11:20Z,joel.kerr@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-05T09:12:10Z,lena.voss@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-05T09:12:19Z,cole.burke@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-05T09:15:14Z,jude.ross@cloudora.io,Microsoft Teams,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T09:15:19Z,kian.patel@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-05T09:21:53Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T09:25:52Z,mira.shah@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-05T09:42:57Z,zara.aziz@cloudora.io,Cloudora Admin Portal,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T09:44:56Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-05T09:46:16Z,adam.clark@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-05T09:53:51Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T09:54:25Z,rhys.owen@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T09:54:56Z,alba.vega@cloudora.io,Microsoft Teams,198.51.100.22,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T10:06:28Z,adam.clark@cloudora.io,Microsoft 365,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-05T10:09:28Z,ryan.boyd@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T10:12:13Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T10:14:50Z,hugo.marsh@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T10:17:22Z,freya.lynn@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-05T10:18:40Z,freya.lynn@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T10:21:30Z,ryan.boyd@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T10:23:20Z,chloe.price@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T10:24:01Z,nina.cole@cloudora.io,Outlook Web,198.51.100.22,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T10:24:58Z,priya.nair@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T10:25:04Z,zara.aziz@cloudora.io,SharePoint Online,203.0.113.16,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T10:30:31Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T10:38:42Z,ethan.wells@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-05T10:44:00Z,adam.clark@cloudora.io,Microsoft 365,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-05T10:45:47Z,liam.doyle@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T10:47:00Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T10:47:17Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T10:51:09Z,seth.lane@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-05T10:56:53Z,arjun.mehta@cloudora.io,Azure Portal,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T11:00:34Z,alba.vega@cloudora.io,Outlook Web,198.51.100.22,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T11:06:42Z,priya.nair@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T11:06:50Z,isla.grant@cloudora.io,Azure Portal,203.0.113.15,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T11:07:16Z,zara.aziz@cloudora.io,Microsoft 365,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T11:15:20Z,kian.patel@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-05T11:16:00Z,james.holt@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T11:19:45Z,daniel.reeve@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T11:19:55Z,zara.aziz@cloudora.io,SharePoint Online,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T11:24:44Z,james.holt@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T11:24:55Z,rhys.owen@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T11:26:31Z,olivia.kaur@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T11:28:18Z,amelia.frost@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T11:42:52Z,aria.reid@cloudora.io,Microsoft Teams,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T11:43:54Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-05T11:59:03Z,daniel.reeve@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T11:59:44Z,maya.chen@cloudora.io,Outlook Web,203.0.113.11,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T12:00:11Z,gwen.muir@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T12:04:15Z,jude.ross@cloudora.io,SharePoint Online,203.0.113.16,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T12:04:22Z,kian.patel@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-05T12:06:27Z,lena.voss@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-05T12:07:09Z,hugo.marsh@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T12:12:53Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T12:13:08Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T12:19:51Z,ryan.boyd@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T12:20:50Z,gwen.muir@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T12:28:45Z,jude.ross@cloudora.io,Outlook Web,203.0.113.16,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T12:29:42Z,emma.hayes@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T12:31:12Z,dina.said@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T12:31:45Z,amelia.frost@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T12:35:46Z,chloe.price@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T12:41:09Z,mira.shah@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-05T12:45:59Z,rhys.owen@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T12:51:22Z,cole.burke@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-05T12:53:54Z,arjun.mehta@cloudora.io,Azure Portal,203.0.113.16,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T12:54:10Z,dean.page@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-05T12:55:49Z,mira.shah@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,50126,Invalid username or password,macOS 14,Safari 17
2026-08-05T12:56:23Z,mira.shah@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-05T12:57:53Z,gwen.muir@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T12:59:39Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T13:00:41Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T13:02:33Z,freya.lynn@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T13:06:23Z,leah.stone@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T13:08:54Z,kian.patel@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-05T13:13:23Z,isla.grant@cloudora.io,Microsoft 365,203.0.113.15,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T13:13:57Z,amelia.frost@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T13:14:45Z,olivia.kaur@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,50126,Invalid username or password,Windows 11,Chrome 126
2026-08-05T13:15:27Z,dina.said@cloudora.io,Azure Portal,203.0.113.12,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T13:15:35Z,olivia.kaur@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T13:18:12Z,mira.shah@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-05T13:18:42Z,jude.ross@cloudora.io,Cloudora Admin Portal,203.0.113.16,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T13:24:47Z,joel.kerr@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-05T13:27:12Z,zara.aziz@cloudora.io,Outlook Web,203.0.113.16,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T13:30:20Z,isla.grant@cloudora.io,Outlook Web,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T13:31:57Z,james.holt@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T13:32:19Z,omar.farah@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T13:48:07Z,freya.lynn@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T13:48:54Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T13:51:27Z,omar.farah@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T13:56:04Z,amelia.frost@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T13:57:14Z,ruth.dean@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-05T14:01:41Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T14:03:41Z,freya.lynn@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T14:05:55Z,ruth.dean@cloudora.io,Outlook Web,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-05T14:09:50Z,tara.kemp@cloudora.io,Microsoft Teams,203.0.113.14,London,United Kingdom,50126,Invalid username or password,Windows 10,Edge 126
2026-08-05T14:11:20Z,tara.kemp@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T14:15:21Z,zara.aziz@cloudora.io,SharePoint Online,203.0.113.16,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T14:15:45Z,felix.hart@cloudora.io,Microsoft Teams,192.0.2.30,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-05T14:17:55Z,joel.kerr@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-05T14:22:29Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T14:25:23Z,ryan.boyd@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T14:36:47Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Windows 10,Edge 126
2026-08-05T14:37:44Z,alba.vega@cloudora.io,Microsoft Teams,198.51.100.22,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T14:38:00Z,daniel.reeve@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T14:38:31Z,dina.said@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T14:40:28Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-05T14:40:37Z,tara.kemp@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T14:49:27Z,sofia.marino@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T14:50:33Z,olivia.kaur@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T14:53:54Z,liam.doyle@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T14:56:30Z,omar.farah@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T14:57:05Z,priya.nair@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T15:10:10Z,maya.chen@cloudora.io,Cloudora Admin Portal,203.0.113.11,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T15:15:28Z,arjun.mehta@cloudora.io,SharePoint Online,203.0.113.16,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T15:23:04Z,liam.doyle@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T15:23:50Z,dina.said@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T15:25:46Z,tara.kemp@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-05T15:33:25Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-05T15:34:46Z,ryan.boyd@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,Windows 10,Edge 126
2026-08-05T15:37:32Z,james.holt@cloudora.io,Azure Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-05T15:40:00Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-05T15:47:15Z,cole.burke@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-05T15:57:55Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T16:03:31Z,tara.kemp@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-05T16:05:48Z,dina.said@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-05T16:08:42Z,kian.patel@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-05T16:11:55Z,hugo.marsh@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
